Date-Time;Latitude;Longitude;Altitude(cm);GPSSpeed(mknots);CarSpeed(Km/h);Engine(RPM);CarLoad(%);MassAir(g/s);AccelX(g);AccelY(g);AccelZ(g);GyroX(dps);GyroY(dps);GyroZ(dps);T_OBD(ms);T_SAVE(ms);T_MAIN(ms)
7/6/2021-3:3:0.900;508232307;46132203;7930;34;0;780;41;6;-0.0029;-0.7915;0.5836;2.31;-3.99;-1.82;20;28;47
7/6/2021-3:3:1.0;508232307;46132203;7930;38;0;780;42;6;-0.0234;-0.8101;0.5739;2.24;-3.78;-1.96;21;28;48
7/6/2021-3:3:1.100;508232307;46132203;7930;21;0;775;42;6;-0.0161;-0.7940;0.6041;2.10;-4.48;-1.82;19;27;48
7/6/2021-3:3:1.200;508232307;46132203;7930;23;0;773;42;6;-0.0112;-0.8091;0.6100;2.10;-4.76;-2.10;20;32;51
7/6/2021-3:3:1.300;508232307;46132205;7930;38;0;772;43;6;-0.0127;-0.7842;0.5993;2.24;-4.62;-1.82;21;28;48
7/6/2021-3:3:1.400;508232307;46132205;7930;30;0;772;42;6;-0.0049;-0.7906;0.5822;2.10;-4.69;-1.89;19;27;48
7/6/2021-3:3:1.500;508232307;46132205;7930;29;0;775;40;6;-0.0220;-0.8042;0.5627;2.17;-3.78;-2.03;22;28;47
7/6/2021-3:3:1.600;508232307;46132205;7930;5;0;777;39;6;-0.0312;-0.8135;0.6041;1.89;-4.13;-1.96;20;28;50
7/6/2021-3:3:1.700;508232307;46132205;7930;16;0;775;40;6;-0.0185;-0.8032;0.5998;2.38;-3.64;-1.82;19;30;50
7/6/2021-3:3:1.800;508232307;46132207;7930;26;0;775;38;6;-0.0166;-0.7930;0.6002;1.96;-4.41;-1.89;19;28;47
7/6/2021-3:3:1.900;508232307;46132207;7930;19;0;776;38;6;-0.0142;-0.8047;0.5846;1.54;-4.62;-2.17;20;28;47
7/6/2021-3:3:2.0;508232307;46132207;7930;12;0;774;39;6;-0.0102;-0.7984;0.5680;2.24;-4.34;-1.89;18;27;47
7/6/2021-3:3:2.100;508232307;46132207;7930;4;0;772;38;6;-0.0254;-0.8106;0.5949;2.59;-3.64;-1.82;18;28;46
7/6/2021-3:3:2.200;508232307;46132207;7930;10;0;772;38;6;-0.0254;-0.8042;0.5729;2.17;-3.50;-1.89;21;31;49
7/6/2021-3:3:2.300;508232305;46132208;7930;34;0;773;36;6;-0.0254;-0.8081;0.6017;2.17;-4.06;-1.89;19;27;48
7/6/2021-3:3:2.400;508232307;46132208;7930;50;0;774;34;6;-0.0151;-0.8125;0.6178;1.89;-4.48;-2.10;20;28;47
7/6/2021-3:3:2.500;508232307;46132208;7930;13;0;777;34;6;-0.0078;-0.7915;0.5895;2.17;-4.76;-2.03;21;28;48
7/6/2021-3:3:2.600;508232305;46132208;7930;32;0;778;33;6;-0.0054;-0.7871;0.5812;1.96;-4.13;-1.96;20;31;52
7/6/2021-3:3:2.700;508232305;46132208;7930;35;0;776;35;5;-0.0181;-0.8047;0.5739;2.38;-3.85;-1.89;20;28;48
7/6/2021-3:3:2.800;508232305;46132208;7930;29;0;772;35;5;-0.0200;-0.8081;0.5827;2.17;-3.50;-2.03;22;27;47
7/6/2021-3:3:2.900;508232305;46132210;7930;19;0;771;35;5;-0.0268;-0.8081;0.5685;2.38;-3.64;-1.75;18;28;50
7/6/2021-3:3:3.0;508232305;46132210;7930;18;0;769;35;5;-0.0307;-0.8072;0.6100;1.12;-4.90;-2.03;21;27;45
7/6/2021-3:3:3.100;508232305;46132210;7930;36;0;770;33;5;-0.0039;-0.8047;0.5871;1.82;-5.04;-2.31;20;30;51
7/6/2021-3:3:3.200;508232305;46132210;7930;46;0;773;34;5;-0.0102;-0.7984;0.5978;2.10;-4.90;-1.75;19;28;48
7/6/2021-3:3:3.300;508232305;46132210;7930;25;0;770;34;5;-0.0176;-0.7876;0.5641;2.52;-4.13;-1.82;22;28;47
7/6/2021-3:3:3.400;508232305;46132210;7920;13;0;770;34;5;-0.0268;-0.7993;0.5700;2.03;-3.78;-2.10;21;27;49
7/6/2021-3:3:3.500;508232305;46132212;7920;35;0;771;34;5;-0.0298;-0.8159;0.6066;2.17;-3.85;-1.75;20;28;49
7/6/2021-3:3:3.600;508232305;46132212;7920;18;0;770;34;5;-0.0303;-0.8023;0.5876;2.45;-3.78;-2.03;20;32;52
7/6/2021-3:3:3.700;508232305;46132212;7920;32;0;769;34;5;-0.0224;-0.8076;0.6071;1.89;-4.48;-1.89;21;27;47
7/6/2021-3:3:3.800;508232305;46132212;7920;22;0;768;33;5;-0.0063;-0.8096;0.6022;1.96;-4.83;-2.10;20;28;49
7/6/2021-3:3:4.0;508232305;46132212;7920;40;0;770;33;5;-0.0049;-0.7959;0.5656;2.24;-4.69;-2.03;20;77;97
7/6/2021-3:3:4.100;508232305;46132212;7920;23;0;770;33;5;-0.0322;-0.8135;0.5724;2.17;-3.64;-2.03;19;28;48
7/6/2021-3:3:4.200;508232305;46132212;7920;15;0;769;33;5;-0.0195;-0.8072;0.5685;2.38;-3.71;-1.89;23;32;51
7/6/2021-3:3:4.300;508232305;46132212;7920;12;0;769;33;5;-0.0244;-0.8096;0.5744;2.31;-3.57;-1.68;24;27;50
7/6/2021-3:3:4.400;508232305;46132212;7920;23;0;770;33;5;-0.0366;-0.8208;0.6056;1.89;-4.34;-1.89;20;28;52
7/6/2021-3:3:4.500;508232305;46132212;7920;36;0;770;34;5;-0.0112;-0.8076;0.6144;1.96;-4.83;-1.96;21;28;48
7/6/2021-3:3:4.600;508232305;46132213;7920;27;0;769;32;5;-0.0054;-0.7954;0.5783;2.17;-4.55;-2.03;21;27;48
7/6/2021-3:3:4.700;508232305;46132213;7920;17;0;769;32;5;-0.0093;-0.7876;0.5910;2.03;-4.69;-1.89;20;31;52
7/6/2021-3:3:4.800;508232305;46132213;7920;2;0;771;32;5;-0.0166;-0.8032;0.5641;2.17;-3.92;-1.96;20;28;48
7/6/2021-3:3:4.900;508232305;46132213;7920;25;0;771;33;5;-0.0200;-0.8086;0.5836;2.80;-3.57;-2.03;21;27;47
7/6/2021-3:3:5.0;508232305;46132213;7920;14;0;770;32;5;-0.0268;-0.7993;0.5671;2.24;-3.29;-1.96;20;28;49
7/6/2021-3:3:5.100;508232305;46132213;7920;40;0;770;34;5;-0.0205;-0.8120;0.5998;1.89;-3.92;-1.75;21;32;52
7/6/2021-3:3:5.200;508232305;46132213;7920;39;0;770;33;5;-0.0005;-0.8096;0.6212;2.03;-4.69;-2.10;20;27;48
7/6/2021-3:3:5.300;508232305;46132213;7920;17;0;769;34;5;-0.0142;-0.7871;0.5988;2.03;-4.76;-1.82;20;28;48
7/6/2021-3:3:5.400;508232305;46132213;7920;13;0;769;33;5;-0.0049;-0.7950;0.5983;1.82;-4.83;-2.03;21;28;48
7/6/2021-3:3:5.500;508232305;46132213;7920;24;0;770;33;5;-0.0020;-0.8037;0.5641;2.31;-3.99;-1.75;20;27;48
7/6/2021-3:3:5.600;508232305;46132213;7920;14;0;770;33;5;-0.0117;-0.8013;0.5744;2.38;-3.64;-1.82;22;31;51
7/6/2021-3:3:5.700;508232305;46132213;7920;15;0;769;33;5;-0.0283;-0.8120;0.5724;2.03;-3.64;-1.89;24;28;50
7/6/2021-3:3:5.800;508232305;46132213;7920;29;0;770;32;5;-0.0283;-0.8106;0.5954;2.10;-3.64;-1.89;20;27;51
7/6/2021-3:3:5.900;508232305;46132213;7920;40;0;770;33;5;-0.0049;-0.8047;0.6256;2.38;-4.06;-1.96;20;28;48
7/6/2021-3:3:6.0;508232305;46132215;7920;29;0;769;32;5;-0.0010;-0.7847;0.5915;2.38;-4.83;-1.82;21;27;47
7/6/2021-3:3:6.100;508232305;46132215;7920;24;0;770;32;5;-0.0073;-0.7950;0.6134;1.82;-4.55;-2.17;21;31;52
7/6/2021-3:3:6.200;508232305;46132215;7920;14;0;769;33;5;-0.0010;-0.8008;0.5773;2.03;-4.62;-2.24;21;28;49
7/6/2021-3:3:6.300;508232305;46132215;7920;12;0;769;33;5;-0.0195;-0.7857;0.5592;2.10;-3.85;-1.96;21;27;48
7/6/2021-3:3:6.400;508232305;46132215;7920;10;0;769;33;5;-0.0259;-0.7945;0.5597;2.17;-3.43;-1.75;21;28;49
7/6/2021-3:3:6.500;508232305;46132215;7920;6;0;769;33;5;-0.0259;-0.8076;0.5998;2.10;-3.71;-1.82;21;28;49
7/6/2021-3:3:6.600;508232305;46132215;7920;10;0;769;32;5;-0.0307;-0.8076;0.5968;3.15;-3.43;-1.82;21;30;51
7/6/2021-3:3:6.700;508232305;46132215;7920;20;0;770;32;5;-0.0151;-0.8013;0.5866;1.40;-4.90;-1.96;21;28;49
7/6/2021-3:3:6.800;508232305;46132215;7920;40;0;770;32;5;-0.0117;-0.8037;0.6090;1.75;-4.83;-2.31;21;28;49
7/6/2021-3:3:6.900;508232305;46132215;7920;30;0;770;32;5;-0.0024;-0.7920;0.5851;2.10;-4.69;-1.68;22;27;48
7/6/2021-3:3:7.0;508232305;46132215;7920;17;0;770;33;5;-0.0142;-0.7920;0.5832;1.82;-4.34;-1.89;18;28;50
7/6/2021-3:3:7.100;508232305;46132215;7920;20;0;769;32;5;-0.0117;-0.8047;0.5729;2.38;-4.20;-2.10;21;39;57
7/6/2021-3:3:7.200;508232303;46132215;7920;29;0;769;32;5;-0.0259;-0.8013;0.5851;2.10;-3.50;-1.68;20;27;48
7/6/2021-3:3:7.300;508232305;46132215;7920;22;0;770;32;5;-0.0181;-0.8096;0.5915;2.52;-3.71;-1.82;20;28;48
7/6/2021-3:3:7.400;508232305;46132215;7920;19;0;769;32;5;-0.0298;-0.8052;0.5988;1.82;-4.55;-2.03;20;28;48
7/6/2021-3:3:7.500;508232303;46132215;7920;22;0;768;33;5;-0.0151;-0.8067;0.6120;1.82;-4.48;-2.10;20;31;51
7/6/2021-3:3:7.600;508232305;46132217;7920;18;0;768;33;5;-0.0210;-0.8101;0.5968;2.17;-4.62;-1.96;21;28;48
7/6/2021-3:3:7.700;508232303;46132217;7920;19;0;768;33;5;-0.0063;-0.8242;0.5651;1.75;-4.41;-1.82;21;28;49
7/6/2021-3:3:7.800;508232303;46132217;7920;32;0;766;35;5;-0.0127;-0.7950;0.5880;2.45;-4.34;-1.75;18;27;48
7/6/2021-3:3:7.900;508232303;46132217;7920;9;0;762;35;5;-0.0156;-0.7842;0.5871;2.31;-3.78;-1.54;21;28;46
7/6/2021-3:3:8.0;508232303;46132217;7920;43;0;762;36;5;-0.0220;-0.8218;0.5885;1.96;-4.20;-1.96;20;31;52
7/6/2021-3:3:8.100;508232303;46132217;7920;25;0;763;36;5;-0.0400;-0.8194;0.6037;2.87;-3.71;-1.75;20;27;47
7/6/2021-3:3:8.200;508232303;46132217;7920;36;0;765;35;5;-0.0464;-0.8081;0.5758;2.66;-3.22;-1.47;21;28;48
7/6/2021-3:3:8.300;508232305;46132217;7920;42;0;769;33;6;-0.0224;-0.7979;0.5905;2.17;-3.99;-1.82;21;28;49
7/6/2021-3:3:8.400;508232305;46132217;7920;5;0;772;32;5;-0.0190;-0.7857;0.5998;1.68;-4.76;-1.61;22;27;48
7/6/2021-3:3:8.500;508232303;46132217;7910;23;0;775;32;5;-0.0132;-0.7993;0.5695;1.82;-4.97;-1.68;21;31;53
7/6/2021-3:3:8.600;508232305;46132217;7920;47;0;772;33;5;-0.0024;-0.7930;0.5739;2.45;-4.83;-1.89;22;28;49
7/6/2021-3:3:8.700;508232305;46132217;7910;17;0;769;34;5;-0.0239;-0.8115;0.5656;2.03;-4.13;-2.03;21;27;49
7/6/2021-3:3:8.800;508232305;46132217;7910;36;0;768;34;5;-0.0278;-0.8037;0.5885;2.31;-3.43;-1.54;22;28;49
7/6/2021-3:3:8.900;508232305;46132217;7910;34;0;770;32;5;-0.0185;-0.8130;0.6120;2.38;-4.27;-1.96;21;27;49
7/6/2021-3:3:9.0;508232305;46132217;7910;11;0;773;41;5;-0.0322;-0.8028;0.6037;2.10;-3.85;-1.96;21;31;52
7/6/2021-3:3:9.100;508232305;46132217;7910;38;0;773;60;5;-0.0171;-0.8032;0.6124;1.89;-4.34;-2.03;21;28;49
7/6/2021-3:3:9.200;508232305;46132217;7910;31;0;795;53;6;-0.0278;-0.8184;0.5807;1.89;-4.76;-2.03;21;27;48
7/6/2021-3:3:9.300;508232305;46132217;7910;6;0;867;45;7;-0.0376;-0.8086;0.5851;2.17;-4.20;-2.03;21;28;49
7/6/2021-3:3:9.400;508232305;46132217;7910;33;0;927;37;8;0.0010;-0.8145;0.5510;1.96;-3.85;-2.59;22;28;49
7/6/2021-3:3:9.500;508232305;46132218;7910;31;0;959;39;8;-0.0181;-0.8125;0.5646;1.54;-3.78;-2.45;21;30;52
7/6/2021-3:3:9.600;508232303;46132217;7910;95;0;932;60;8;-0.0078;-0.8218;0.5549;1.96;-4.13;-2.31;21;28;49
7/6/2021-3:3:9.700;508232303;46132217;7910;149;0;917;54;8;-0.0127;-0.8037;0.5656;2.45;-3.36;-2.17;24;28;49
7/6/2021-3:3:9.800;508232303;46132215;7910;228;0;933;49;8;-0.0078;-0.8335;0.5461;1.47;-3.71;-2.87;19;27;51
7/6/2021-3:3:9.900;508232302;46132215;7910;266;0;943;49;8;-0.0317;-0.8223;0.5680;2.03;-3.50;-2.66;24;31;50
7/6/2021-3:3:10.0;508232300;46132213;7910;339;0;941;49;8;-0.0434;-0.8452;0.5666;1.96;-3.50;-2.73;21;28;52
7/6/2021-3:3:10.100;508232298;46132212;7910;389;0;941;48;7;-0.0307;-0.8135;0.5651;1.89;-3.15;-2.94;21;27;48
7/6/2021-3:3:10.200;508232297;46132208;7910;476;0;944;50;7;-0.0083;-0.8125;0.5939;2.59;-2.73;-2.80;19;28;49
7/6/2021-3:3:10.300;508232295;46132207;7910;502;0;942;52;7;-0.0151;-0.8452;0.5436;1.82;-2.80;-3.22;21;28;47
7/6/2021-3:3:10.400;508232293;46132203;7910;557;1;943;49;7;-0.0098;-0.7974;0.5666;2.24;-2.45;-2.80;20;30;51
7/6/2021-3:3:10.500;508232292;46132202;7910;642;1;949;50;7;0.0102;-0.7954;0.5553;2.80;-2.66;-3.08;20;28;48
7/6/2021-3:3:10.600;508232290;46132198;7910;652;1;947;51;7;-0.0395;-0.8325;0.5758;2.17;-2.87;-3.29;20;28;48
7/6/2021-3:3:10.700;508232287;46132193;7910;745;1;945;53;7;-0.0615;-0.8506;0.5583;1.54;-2.80;-3.15;20;27;47
7/6/2021-3:3:10.800;508232283;46132190;7910;818;1;940;57;7;-0.0171;-0.8301;0.5446;2.31;-2.87;-3.01;20;28;48
7/6/2021-3:3:10.900;508232282;46132185;7910;919;1;931;62;7;-0.0117;-0.8359;0.5348;2.03;-2.87;-2.94;20;31;51
7/6/2021-3:3:11.0;508232278;46132180;7910;977;1;927;61;7;-0.0322;-0.8320;0.5529;2.38;-3.36;-2.59;19;26;46
7/6/2021-3:3:11.100;508232275;46132173;7910;1169;2;929;62;7;-0.0410;-0.8340;0.5402;2.10;-3.64;-2.87;22;28;47
7/6/2021-3:3:11.200;508232270;46132167;7910;1247;2;933;61;7;-0.0415;-0.8467;0.5368;1.68;-4.06;-2.45;18;28;50
7/6/2021-3:3:11.300;508232267;46132158;7910;1297;2;936;61;7;0.0020;-0.8062;0.5373;2.87;-3.92;-1.54;19;31;49
7/6/2021-3:3:11.400;508232263;46132150;7910;1518;2;940;60;7;-0.0112;-0.8408;0.5358;2.59;-4.13;-1.54;19;28;47
7/6/2021-3:3:11.500;508232258;46132142;7910;1590;2;944;59;7;-0.0483;-0.8594;0.5700;2.24;-4.69;-2.17;21;28;47
7/6/2021-3:3:11.600;508232253;46132132;7910;1702;3;946;59;7;-0.0376;-0.8389;0.5256;1.96;-4.97;-1.47;20;27;48
7/6/2021-3:3:11.700;508232248;46132122;7910;1861;3;947;59;7;-0.0102;-0.8086;0.5490;1.68;-5.18;-1.96;19;28;48
7/6/2021-3:3:11.800;508232242;46132110;7910;1970;3;945;60;7;-0.0117;-0.8716;0.5431;1.82;-5.32;-2.17;21;31;50
7/6/2021-3:3:12.0;508232230;46132085;7910;2212;4;946;58;7;0.0117;-0.7979;0.5514;3.08;-5.25;-1.47;21;77;98
7/6/2021-3:3:12.100;508232225;46132072;7910;2297;4;951;40;8;-0.0200;-0.8198;0.5924;2.87;-5.74;-1.75;21;27;48
7/6/2021-3:3:12.200;508232218;46132057;7910;2394;4;980;14;7;0.0205;-0.7769;0.5758;2.94;-5.18;-1.33;20;28;49
7/6/2021-3:3:12.300;508232212;46132043;7910;2377;4;1001;14;9;-0.0181;-0.8125;0.6246;1.96;-4.90;-0.84;21;28;48
7/6/2021-3:3:12.400;508232205;46132030;7910;2386;4;961;23;9;-0.0098;-0.7774;0.6080;2.52;-5.39;-1.47;21;30;51
7/6/2021-3:3:12.500;508232198;46132017;7910;2306;4;917;22;8;-0.0268;-0.8013;0.5671;2.03;-4.62;-1.19;18;28;49
7/6/2021-3:3:12.600;508232192;46132003;7910;2308;4;895;25;7;-0.0093;-0.7754;0.5636;2.66;-4.69;-1.68;24;28;46
7/6/2021-3:3:12.700;508232185;46131990;7910;2372;4;878;29;7;-0.0015;-0.8237;0.6037;2.03;-5.25;-1.33;21;27;51
7/6/2021-3:3:12.800;508232178;46131977;7910;2289;4;867;29;6;-0.0132;-0.7691;0.5563;2.38;-5.11;-1.47;20;31;52
7/6/2021-3:3:12.900;508232173;46131963;7910;2302;4;864;29;6;-0.0156;-0.7666;0.5632;2.10;-5.32;-1.54;21;28;48
7/6/2021-3:3:13.0;508232167;46131950;7910;2352;4;864;27;6;-0.0083;-0.8369;0.5993;1.75;-5.60;-1.75;21;27;48
7/6/2021-3:3:13.100;508232160;46131937;7910;2271;4;864;26;6;-0.0073;-0.8164;0.6334;1.75;-4.97;-0.77;18;28;49
7/6/2021-3:3:13.200;508232153;46131923;7910;2282;4;863;23;6;-0.0112;-0.8008;0.6637;1.61;-4.62;-0.28;21;28;46
7/6/2021-3:3:13.300;508232147;46131912;7910;2197;3;860;23;7;-0.0185;-0.7579;0.6378;1.75;-4.27;-1.12;20;30;51
7/6/2021-3:3:13.400;508232142;46131902;7910;2025;3;841;26;6;-0.0210;-0.7627;0.6481;1.68;-4.62;-0.91;20;28;48
7/6/2021-3:3:13.500;508232135;46131890;7910;1990;3;825;27;6;-0.0156;-0.7408;0.6207;1.19;-5.95;-1.68;21;28;48
7/6/2021-3:3:13.600;508232130;46131880;7910;1858;3;805;25;6;-0.0190;-0.7730;0.6256;1.05;-5.04;-1.89;21;27;48
7/6/2021-3:3:13.700;508232125;46131870;7910;1695;3;785;27;6;0.1157;-0.7837;0.6510;0.91;-4.97;-1.82;20;28;49
7/6/2021-3:3:13.800;508232122;46131862;7910;1595;2;770;34;5;-0.0039;-0.7784;0.6373;1.54;-4.76;-1.47;21;32;52
7/6/2021-3:3:13.900;508232117;46131852;7910;1575;2;752;37;5;-0.0298;-0.7788;0.6290;1.75;-4.20;-0.63;20;27;48
7/6/2021-3:3:14.0;508232113;46131845;7910;1417;2;748;37;5;-0.0278;-0.7798;0.6305;1.33;-4.41;-1.12;21;28;48
7/6/2021-3:3:14.100;508232108;46131837;7910;1384;2;753;37;5;-0.0190;-0.8018;0.6573;1.05;-5.32;-1.61;22;28;49
7/6/2021-3:3:14.200;508232105;46131830;7910;1306;2;757;36;5;-0.0171;-0.7896;0.6305;1.75;-4.83;-1.33;20;27;49
7/6/2021-3:3:14.300;508232102;46131823;7910;1208;2;762;35;5;-0.0083;-0.7720;0.6071;1.54;-5.46;-1.47;19;25;45
7/6/2021-3:3:14.400;508232098;46131817;7910;1158;2;765;35;5;0.0020;-0.7925;0.6173;1.33;-5.60;-1.96;21;28;47
7/6/2021-3:3:14.500;508232095;46131810;7910;1099;1;767;34;5;-0.0137;-0.7881;0.5856;1.54;-5.04;-1.19;21;27;48
7/6/2021-3:3:14.600;508232093;46131803;7910;1046;1;768;35;5;-0.0132;-0.7686;0.5685;1.96;-4.48;-1.68;19;28;49
7/6/2021-3:3:14.700;508232090;46131798;7910;983;1;769;34;5;-0.0127;-0.7974;0.5919;1.61;-4.41;-1.54;21;32;51
7/6/2021-3:3:14.800;508232088;46131793;7910;954;1;770;33;5;-0.0151;-0.8028;0.5876;1.68;-4.48;-1.68;21;27;48
7/6/2021-3:3:14.900;508232085;46131788;7910;895;1;770;34;5;-0.0156;-0.8106;0.6061;1.89;-4.27;-1.33;20;28;49
