Date-Time,Latitude,Longitude,Altitude(cm),GPSSpeed(mknots),CarSpeed(Km/h),Engine(RPM),CarLoad(%),MassAir(g/s),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),T_OBD(ms),T_SAVE(ms),T_MAIN(ms)
7/6/2021-2:21:32.500,508499955,44275473,5760,13,0,765,22,9,-0.0059,-0.8296,0.5578,2.03,-4.90,-2.17,21,28,48
7/6/2021-2:21:32.600,508499955,44275473,5750,12,0,764,23,9,-0.0102,-0.8135,0.5485,2.31,-4.06,-1.89,22,27,48
7/6/2021-2:21:32.700,508499955,44275475,5750,33,0,765,23,9,-0.0181,-0.8257,0.5436,2.24,-3.71,-1.96,21,31,53
7/6/2021-2:21:32.800,508499955,44275475,5750,28,0,766,23,9,-0.0205,-0.8340,0.5549,2.45,-3.71,-1.89,23,28,50
7/6/2021-2:21:32.900,508499955,44275475,5750,29,0,766,23,9,-0.0093,-0.8174,0.5690,2.17,-4.06,-1.89,21,27,50
7/6/2021-2:21:33.0,508499955,44275475,5750,31,0,767,23,9,-0.0156,-0.8369,0.5656,2.24,-4.34,-1.96,21,28,49
7/6/2021-2:21:33.100,508499957,44275475,5750,39,0,766,24,9,-0.0146,-0.8228,0.5558,2.10,-5.04,-2.03,23,28,49
7/6/2021-2:21:33.200,508499957,44275475,5750,16,0,763,24,9,-0.0059,-0.8247,0.5797,1.82,-4.48,-1.96,22,30,53
7/6/2021-2:21:33.300,508499957,44275475,5750,28,0,761,25,9,-0.0142,-0.8252,0.5553,2.17,-5.18,-1.82,21,28,50
7/6/2021-2:21:33.400,508499957,44275475,5750,7,0,759,26,9,-0.0107,-0.8203,0.5514,1.75,-4.69,-2.17,23,28,49
7/6/2021-2:21:33.500,508499957,44275475,5750,38,0,759,27,9,-0.0059,-0.8179,0.5388,2.31,-4.48,-2.03,22,27,50
7/6/2021-2:21:33.600,508499957,44275475,5750,15,0,756,27,9,-0.0156,-0.8233,0.5456,2.31,-3.85,-2.03,20,28,50
7/6/2021-2:21:33.700,508499957,44275475,5750,20,0,754,30,6,-0.0195,-0.8242,0.5412,2.31,-4.41,-2.03,22,32,52
7/6/2021-2:21:33.800,508499957,44275477,5750,18,0,754,36,5,-0.0044,-0.8316,0.5710,2.03,-4.76,-2.03,19,27,49
7/6/2021-2:21:33.900,508499957,44275477,5750,26,0,754,42,5,-0.0098,-0.8189,0.5490,2.10,-4.69,-1.96,19,29,48
7/6/2021-2:21:34.0,508499957,44275477,5750,31,0,760,43,6,-0.0137,-0.8111,0.5412,2.38,-3.99,-1.82,23,28,47
7/6/2021-2:21:34.100,508499957,44275477,5750,21,0,760,46,6,-0.0098,-0.8218,0.5402,2.38,-4.48,-1.89,18,31,54
7/6/2021-2:21:34.200,508499957,44275477,5750,24,0,761,51,6,-0.0107,-0.8262,0.5544,2.52,-3.99,-2.17,22,29,47
7/6/2021-2:21:34.300,508499957,44275477,5750,29,0,755,57,6,-0.0312,-0.8189,0.5456,2.24,-3.71,-1.89,23,27,49
7/6/2021-2:21:34.400,508499957,44275477,5750,20,0,744,62,6,-0.0156,-0.8311,0.5578,2.31,-3.71,-1.82,22,28,51
7/6/2021-2:21:34.500,508499957,44275477,5750,9,0,744,62,6,-0.0112,-0.8316,0.5451,2.31,-3.92,-2.10,18,28,50
7/6/2021-2:21:34.600,508499957,44275478,5750,25,0,744,61,6,-0.0107,-0.8140,0.5378,1.96,-4.34,-1.89,20,31,49
7/6/2021-2:21:34.700,508499957,44275477,5750,18,0,753,60,6,-0.0181,-0.8286,0.5500,2.03,-4.06,-1.96,19,27,47
7/6/2021-2:21:34.800,508499957,44275478,5750,14,0,760,63,6,-0.0220,-0.8301,0.5524,2.38,-3.92,-2.03,20,28,47
7/6/2021-2:21:34.900,508499957,44275478,5750,32,0,761,61,6,-0.0268,-0.8394,0.5519,2.24,-3.85,-1.75,20,27,47
7/6/2021-2:21:35.0,508499957,44275478,5750,36,0,768,61,6,-0.0098,-0.8101,0.5519,2.03,-4.55,-1.82,22,27,47
7/6/2021-2:21:35.100,508499957,44275478,5750,13,0,768,61,6,-0.0190,-0.8345,0.5797,2.10,-4.41,-2.03,19,31,53
7/6/2021-2:21:35.200,508499957,44275478,5750,10,0,770,60,6,-0.0093,-0.8208,0.5695,2.10,-4.62,-1.82,22,27,46
7/6/2021-2:21:35.300,508499957,44275478,5740,29,0,773,60,6,-0.0102,-0.8169,0.5544,2.10,-4.41,-1.96,18,28,50
7/6/2021-2:21:35.400,508499957,44275478,5740,8,0,776,61,6,-0.0151,-0.8154,0.5568,2.38,-4.13,-1.96,19,29,47
7/6/2021-2:21:35.500,508499958,44275478,5740,13,0,775,60,6,-0.0215,-0.8257,0.5466,2.38,-3.78,-1.89,19,30,49
7/6/2021-2:21:35.600,508499958,44275478,5740,52,0,775,59,6,-0.0239,-0.8355,0.5539,2.38,-3.99,-1.89,19,28,47
7/6/2021-2:21:35.700,508499958,44275478,5740,21,0,774,60,6,-0.0195,-0.8237,0.5710,2.10,-4.34,-1.89,20,28,47
7/6/2021-2:21:35.800,508499958,44275478,5740,15,0,773,61,6,0.0063,-0.8247,0.5661,1.89,-4.76,-1.89,18,27,47
7/6/2021-2:21:35.900,508499958,44275478,5740,19,0,771,58,6,-0.0024,-0.8179,0.5485,2.45,-4.20,-1.96,18,28,46
7/6/2021-2:21:36.0,508499958,44275480,5740,35,0,773,59,6,-0.0215,-0.8174,0.5431,1.96,-4.13,-1.75,20,32,50
7/6/2021-2:21:36.100,508499958,44275478,5740,19,0,778,60,6,-0.0156,-0.8296,0.5475,2.38,-4.06,-1.96,18,27,47
7/6/2021-2:21:36.200,508499958,44275480,5740,22,0,773,61,6,-0.0151,-0.8208,0.5666,2.31,-4.41,-1.82,22,28,46
7/6/2021-2:21:36.300,508499958,44275480,5740,12,0,774,60,6,-0.0137,-0.8237,0.5724,1.96,-4.48,-2.17,22,28,50
7/6/2021-2:21:36.400,508499958,44275480,5740,25,0,777,57,6,-0.0132,-0.8306,0.5524,2.17,-4.06,-1.82,21,27,49
7/6/2021-2:21:36.500,508499958,44275480,5740,22,0,777,57,6,-0.0132,-0.8169,0.5480,1.82,-4.62,-2.10,18,31,52
7/6/2021-2:21:36.600,508499958,44275480,5740,28,0,781,57,6,-0.0117,-0.8281,0.5422,2.31,-3.99,-1.96,21,28,46
7/6/2021-2:21:36.700,508499958,44275480,5730,22,0,777,57,6,-0.0161,-0.8325,0.5710,2.24,-4.20,-1.96,22,27,48
7/6/2021-2:21:36.800,508499958,44275480,5730,10,0,774,58,6,-0.0127,-0.8213,0.5739,2.17,-4.76,-2.03,22,28,50
7/6/2021-2:21:36.900,508499958,44275482,5730,17,0,774,56,6,-0.0112,-0.8086,0.5597,2.17,-4.83,-1.89,19,28,50
7/6/2021-2:21:37.0,508499958,44275482,5730,33,0,775,54,6,-0.0083,-0.8184,0.5661,1.89,-4.69,-2.17,18,30,49
7/6/2021-2:21:37.100,508499958,44275482,5730,35,0,777,55,6,-0.0278,-0.8296,0.5412,2.38,-3.64,-1.96,23,28,46
7/6/2021-2:21:37.200,508499958,44275482,5730,7,0,775,55,6,-0.0215,-0.8262,0.5597,2.31,-4.13,-1.96,23,27,50
7/6/2021-2:21:37.300,508499957,44275482,5730,4,0,775,56,6,-0.0171,-0.8335,0.5549,2.38,-4.27,-1.96,18,27,50
7/6/2021-2:21:37.400,508499958,44275482,5730,28,0,771,56,6,-0.0127,-0.8125,0.5607,2.17,-4.62,-1.89,23,31,49
7/6/2021-2:21:37.500,508499957,44275482,5730,10,0,771,53,6,-0.0068,-0.8242,0.5793,2.10,-4.48,-2.17,19,27,50
7/6/2021-2:21:37.600,508499957,44275483,5730,6,0,779,53,6,-0.0054,-0.8272,0.5470,2.17,-3.92,-2.17,22,27,46
7/6/2021-2:21:37.700,508499957,44275483,5730,10,0,779,54,6,-0.0059,-0.8140,0.5490,2.17,-4.13,-1.89,18,28,50
7/6/2021-2:21:37.800,508499957,44275483,5730,10,0,776,53,6,-0.0288,-0.8355,0.5558,2.38,-3.92,-1.96,19,28,46
7/6/2021-2:21:37.900,508499957,44275483,5730,20,0,774,54,6,-0.0122,-0.8242,0.5578,2.24,-4.27,-1.89,21,31,50
7/6/2021-2:21:38.0,508499957,44275483,5730,4,0,774,53,6,-0.0107,-0.8384,0.5710,2.17,-4.69,-2.03,20,28,49
7/6/2021-2:21:38.100,508499957,44275483,5730,18,0,773,53,6,-0.0127,-0.8223,0.5578,2.03,-4.55,-2.03,19,28,48
7/6/2021-2:21:38.200,508499955,44275485,5730,29,0,772,54,6,-0.0088,-0.8213,0.5666,1.89,-4.55,-1.89,18,27,46
7/6/2021-2:21:38.400,508499955,44275485,5730,12,0,770,54,6,-0.0161,-0.8233,0.5534,2.45,-4.06,-2.03,19,77,95
7/6/2021-2:21:38.500,508499955,44275485,5730,13,0,768,54,6,-0.0229,-0.8296,0.5573,2.45,-4.06,-1.89,19,31,50
7/6/2021-2:21:38.600,508499955,44275485,5730,9,0,768,54,6,-0.0210,-0.8316,0.5534,2.17,-3.85,-1.89,19,28,47
7/6/2021-2:21:38.700,508499955,44275485,5730,13,0,769,55,6,-0.0151,-0.8237,0.5661,2.10,-4.20,-1.96,21,27,46
7/6/2021-2:21:38.800,508499955,44275487,5730,16,0,769,54,6,-0.0146,-0.8262,0.5641,1.89,-4.83,-2.10,22,28,49
7/6/2021-2:21:38.900,508499955,44275487,5730,30,0,769,55,6,-0.0005,-0.8267,0.5714,1.75,-4.69,-2.10,18,31,53
7/6/2021-2:21:39.0,508499955,44275487,5730,28,0,769,56,6,-0.0063,-0.8184,0.5510,2.24,-4.62,-2.03,18,27,45
7/6/2021-2:21:39.100,508499955,44275487,5730,33,0,766,55,6,-0.0181,-0.8286,0.5485,2.10,-3.78,-1.96,22,28,46
7/6/2021-2:21:39.200,508499955,44275487,5730,36,0,766,55,6,-0.0098,-0.8169,0.5422,2.31,-3.92,-1.82,19,28,50
7/6/2021-2:21:39.300,508499953,44275488,5720,11,0,767,55,6,-0.0059,-0.8194,0.5705,2.38,-4.13,-2.03,21,27,46
7/6/2021-2:21:39.400,508499953,44275488,5720,10,0,768,55,6,-0.0234,-0.8223,0.5553,2.45,-3.78,-2.10,21,31,52
7/6/2021-2:21:39.500,508499953,44275488,5720,17,0,768,55,6,-0.0176,-0.8403,0.5588,1.89,-4.20,-1.75,19,28,49
7/6/2021-2:21:39.600,508499953,44275488,5720,21,0,767,55,6,-0.0205,-0.8281,0.5734,2.24,-4.41,-2.03,18,27,46
7/6/2021-2:21:39.700,508499953,44275490,5720,17,0,768,56,6,-0.0127,-0.8101,0.5544,2.24,-4.62,-2.10,18,28,46
7/6/2021-2:21:39.800,508499953,44275490,5720,36,0,768,56,6,-0.0083,-0.8340,0.5954,0.70,-4.48,-1.96,19,28,46
7/6/2021-2:21:39.900,508499953,44275490,5720,17,0,768,56,6,-0.0146,-0.8111,0.5441,2.17,-4.13,-1.96,18,31,50
7/6/2021-2:21:40.0,508499953,44275492,5720,24,0,768,55,6,-0.0117,-0.8198,0.5461,2.38,-4.27,-1.96,18,28,46
7/6/2021-2:21:40.100,508499952,44275492,5720,20,0,769,54,6,-0.0371,-0.8369,0.5500,2.24,-3.71,-1.82,19,28,46
7/6/2021-2:21:40.200,508499952,44275492,5720,52,0,781,47,6,-0.0215,-0.8159,0.5607,2.10,-4.55,-1.82,21,27,46
7/6/2021-2:21:40.300,508499952,44275493,5720,41,0,781,29,6,-0.0098,-0.8159,0.5592,2.10,-4.62,-2.17,18,28,49
7/6/2021-2:21:40.400,508499952,44275493,5720,38,0,810,27,6,-0.0171,-0.8335,0.5685,2.03,-4.62,-2.03,20,31,49
7/6/2021-2:21:40.500,508499952,44275493,5720,9,0,825,26,6,-0.0181,-0.8111,0.5705,2.52,-4.27,-1.96,19,27,47
7/6/2021-2:21:40.600,508499952,44275495,5720,4,0,816,28,6,0.0000,-0.8101,0.5573,2.24,-4.34,-1.89,18,28,47
7/6/2021-2:21:40.700,508499952,44275495,5720,14,0,798,30,6,-0.0264,-0.8423,0.5500,1.96,-4.27,-1.89,22,27,45
7/6/2021-2:21:40.800,508499952,44275495,5720,22,0,786,32,5,-0.0078,-0.8276,0.5807,2.31,-4.48,-2.03,20,31,53
7/6/2021-2:21:40.900,508499950,44275495,5720,17,0,772,33,5,-0.0015,-0.8208,0.5763,2.24,-4.34,-1.89,18,28,48
7/6/2021-2:21:41.0,508499950,44275497,5720,43,0,765,35,5,-0.0083,-0.8218,0.5729,1.75,-4.62,-1.96,19,28,46
7/6/2021-2:21:41.100,508499950,44275497,5720,67,0,761,35,5,0.0000,-0.8320,0.5793,1.82,-4.69,-1.96,19,27,46
7/6/2021-2:21:41.200,508499950,44275497,5720,36,0,757,35,5,-0.0093,-0.8135,0.5441,2.38,-4.20,-2.03,20,28,47
7/6/2021-2:21:41.300,508499950,44275498,5720,33,0,759,36,5,-0.0054,-0.8252,0.5597,1.96,-4.69,-2.03,19,30,50
7/6/2021-2:21:41.400,508499950,44275498,5720,14,0,760,35,5,-0.0229,-0.8247,0.5485,2.38,-4.34,-1.96,21,27,46
7/6/2021-2:21:41.500,508499950,44275498,5720,41,0,760,36,5,-0.0161,-0.8150,0.5490,2.38,-3.92,-2.03,23,37,58
7/6/2021-2:21:41.600,508499948,44275498,5720,15,0,760,36,5,-0.0195,-0.8330,0.5592,2.03,-3.92,-2.03,22,27,50
7/6/2021-2:21:41.700,508499948,44275498,5720,17,0,760,36,5,-0.0122,-0.8291,0.5592,2.10,-4.27,-1.89,19,28,50
7/6/2021-2:21:41.800,508499948,44275500,5720,10,0,763,36,5,-0.0268,-0.8325,0.5510,2.31,-3.92,-1.96,20,31,50
7/6/2021-2:21:41.900,508499948,44275500,5720,6,0,764,35,5,-0.0156,-0.8350,0.5612,2.17,-4.20,-1.96,19,27,47
7/6/2021-2:21:42.0,508499948,44275500,5720,27,0,768,35,5,-0.0117,-0.8272,0.5685,1.89,-5.04,-2.17,22,28,47
7/6/2021-2:21:42.100,508499947,44275500,5720,16,0,768,34,5,-0.0102,-0.8228,0.5680,2.03,-4.48,-1.96,21,28,50
7/6/2021-2:21:42.200,508499947,44275502,5720,24,0,768,33,5,-0.0039,-0.8272,0.5768,2.03,-4.55,-2.17,18,30,51
7/6/2021-2:21:42.300,508499947,44275502,5720,45,0,771,33,5,-0.0156,-0.8198,0.5480,2.24,-3.99,-1.96,21,28,46
7/6/2021-2:21:42.400,508499947,44275502,5720,24,0,771,36,5,-0.0181,-0.8213,0.5466,2.17,-4.20,-2.17,19,28,49
7/6/2021-2:21:42.500,508499947,44275502,5720,23,0,767,37,5,-0.0244,-0.8272,0.5480,2.24,-3.99,-2.03,18,27,46
7/6/2021-2:21:42.600,508499945,44275502,5720,26,0,763,36,5,-0.0151,-0.8218,0.5588,2.24,-3.78,-1.89,18,28,46
7/6/2021-2:21:42.700,508499945,44275503,5720,15,0,764,36,5,-0.0249,-0.8398,0.5524,2.17,-3.92,-1.89,20,31,49
7/6/2021-2:21:42.800,508499945,44275503,5720,18,0,767,36,5,-0.0112,-0.8213,0.5558,2.31,-4.34,-1.89,18,27,47
7/6/2021-2:21:42.900,508499945,44275503,5720,13,0,769,36,5,-0.0078,-0.8330,0.5832,2.17,-4.48,-1.96,19,28,46
7/6/2021-2:21:43.0,508499945,44275503,5720,30,0,769,36,5,-0.0073,-0.8106,0.5558,2.52,-4.48,-1.89,20,28,47
7/6/2021-2:21:43.100,508499945,44275503,5720,14,0,770,36,5,-0.0127,-0.8111,0.5427,2.24,-4.34,-1.75,19,26,46
7/6/2021-2:21:43.200,508499945,44275503,5720,9,0,770,35,5,-0.0122,-0.8213,0.5446,2.31,-4.20,-2.10,20,31,50
7/6/2021-2:21:43.300,508499945,44275503,5720,36,0,771,36,5,-0.0224,-0.8194,0.5524,2.59,-3.78,-1.82,20,28,48
7/6/2021-2:21:43.400,508499945,44275503,5720,16,0,770,36,5,-0.0176,-0.8359,0.5539,2.45,-4.06,-1.96,19,27,47
7/6/2021-2:21:43.500,508499943,44275505,5720,15,0,769,36,5,-0.0171,-0.8296,0.5592,2.10,-4.20,-1.89,20,28,47
7/6/2021-2:21:43.600,508499943,44275505,5720,12,0,769,36,5,-0.0029,-0.8320,0.5773,1.82,-4.83,-1.89,19,28,48
7/6/2021-2:21:43.700,508499943,44275505,5720,43,0,772,36,5,-0.0161,-0.8130,0.5583,1.96,-4.69,-2.17,18,31,50
7/6/2021-2:21:43.800,508499943,44275505,5720,13,0,772,34,5,-0.0044,-0.8159,0.5646,1.82,-4.83,-2.17,18,28,46
7/6/2021-2:21:43.900,508499943,44275505,5710,46,0,773,35,5,-0.0122,-0.8184,0.5436,2.17,-4.34,-1.96,19,28,46
7/6/2021-2:21:44.0,508499943,44275505,5710,19,0,774,35,5,-0.0020,-0.8359,0.5700,1.89,-3.71,-1.68,19,27,46
7/6/2021-2:21:44.100,508499943,44275505,5710,20,0,772,34,5,-0.0122,-0.8350,0.5763,2.17,-4.41,-1.96,23,31,50
7/6/2021-2:21:44.200,508499943,44275505,5710,11,0,772,34,5,-0.0093,-0.8184,0.5641,2.10,-4.55,-1.89,22,27,50
7/6/2021-2:21:44.300,508499942,44275505,5710,23,0,773,34,5,-0.1181,-0.8530,0.5012,-0.35,-4.13,-1.96,22,28,50
7/6/2021-2:21:44.400,508499942,44275507,5710,13,0,773,34,5,-0.0063,-0.8130,0.5563,2.31,-4.41,-1.89,20,28,50
7/6/2021-2:21:44.500,508499942,44275507,5710,19,0,773,35,5,-0.0229,-0.8140,0.5417,2.31,-3.99,-1.89,20,27,47
7/6/2021-2:21:44.600,508499942,44275507,5710,12,0,771,34,5,-0.0210,-0.8296,0.5470,2.38,-4.27,-2.03,18,31,51
7/6/2021-2:21:44.700,508499942,44275507,5710,32,0,771,34,5,-0.0122,-0.8301,0.5534,2.24,-3.92,-1.82,20,28,46
7/6/2021-2:21:44.800,508499942,44275507,5710,21,0,772,34,5,-0.0303,-0.8379,0.5514,2.24,-3.99,-1.89,21,27,47
7/6/2021-2:21:44.900,508499940,44275507,5710,11,0,774,34,5,-0.0181,-0.8184,0.5651,1.96,-4.20,-2.10,21,28,49
7/6/2021-2:21:45.0,508499940,44275508,5710,16,0,774,33,5,-0.0015,-0.8223,0.5553,2.10,-4.83,-2.10,19,28,49
7/6/2021-2:21:45.100,508499940,44275508,5710,25,0,772,33,5,-0.0093,-0.8130,0.5563,2.31,-4.55,-1.96,17,30,49
7/6/2021-2:21:45.200,508499940,44275508,5710,40,0,773,32,5,-0.0156,-0.8159,0.5456,2.10,-4.27,-1.82,18,28,45
7/6/2021-2:21:45.300,508499940,44275508,5710,37,0,773,33,5,-0.0298,-0.8374,0.5422,2.38,-3.92,-1.82,19,28,46
7/6/2021-2:21:45.400,508499938,44275508,5710,28,0,772,34,5,-0.0195,-0.8257,0.5534,2.52,-4.06,-1.82,18,27,46
7/6/2021-2:21:45.500,508499938,44275508,5710,18,0,769,34,5,-0.0039,-0.8281,0.5797,1.89,-4.34,-1.96,22,32,50
7/6/2021-2:21:45.600,508499938,44275508,5710,28,0,769,34,5,-0.0117,-0.8325,0.5671,2.10,-4.48,-1.96,19,28,50
7/6/2021-2:21:45.700,508499938,44275510,5700,11,0,769,33,5,-0.0073,-0.8276,0.5744,1.89,-4.83,-2.24,19,27,46
7/6/2021-2:21:45.800,508499937,44275510,5700,31,0,770,33,5,-0.0068,-0.8120,0.5578,2.17,-4.62,-1.89,18,28,47
7/6/2021-2:21:45.900,508499937,44275510,5700,57,0,770,33,5,-0.0176,-0.8145,0.5422,2.38,-3.85,-1.75,20,28,46
7/6/2021-2:21:46.0,508499937,44275510,5700,48,0,770,32,5,-0.0229,-0.8286,0.5412,2.17,-4.20,-2.10,18,30,50
7/6/2021-2:21:46.100,508499935,44275510,5700,25,0,771,31,5,-0.0200,-0.8262,0.5549,2.10,-4.13,-2.03,18,28,46
7/6/2021-2:21:46.200,508499935,44275510,5700,27,0,774,30,5,-0.0156,-0.8394,0.5583,2.38,-4.13,-1.89,22,28,46
7/6/2021-2:21:46.400,508499935,44275512,5700,71,0,774,30,5,0.0571,-0.7652,0.5236,3.71,-4.69,-2.59,19,77,99
7/6/2021-2:21:46.500,508499935,44275512,5700,19,0,773,31,5,-0.0122,-0.8247,0.5539,2.24,-3.99,-1.89,20,28,47
7/6/2021-2:21:46.600,508499935,44275512,5700,29,0,772,30,5,-0.0137,-0.8120,0.5446,1.96,-4.13,-1.96,19,31,51
7/6/2021-2:21:46.700,508499935,44275513,5700,16,0,771,30,5,-0.0200,-0.8233,0.5407,2.45,-3.92,-1.96,19,28,47
7/6/2021-2:21:46.800,508499933,44275513,5700,30,0,771,31,5,-0.0151,-0.8262,0.5558,2.24,-3.85,-1.82,19,28,47
7/6/2021-2:21:46.900,508499933,44275513,5700,0,0,770,31,5,-0.0171,-0.8379,0.5710,2.17,-4.41,-1.96,17,27,46
7/6/2021-2:21:47.0,508499933,44275513,5700,22,0,770,30,5,-0.0102,-0.8154,0.5719,2.24,-4.76,-2.03,18,32,49
7/6/2021-2:21:47.100,508499933,44275515,5700,48,0,771,30,5,-0.0088,-0.8276,0.5690,1.96,-4.62,-2.10,19,28,46
7/6/2021-2:21:47.200,508499933,44275515,5690,33,0,771,30,5,-0.0063,-0.8140,0.5519,2.24,-4.69,-2.03,18,27,46
7/6/2021-2:21:47.300,508499933,44275515,5690,22,0,770,30,5,-0.0151,-0.8184,0.5480,2.10,-4.20,-1.89,18,28,46
7/6/2021-2:21:47.400,508499932,44275515,5690,10,0,769,31,5,-0.0268,-0.8296,0.5510,1.89,-4.13,-1.89,20,28,46
7/6/2021-2:21:47.500,508499932,44275515,5690,21,0,769,30,5,-0.0137,-0.8281,0.5500,2.31,-3.78,-1.82,19,31,51
7/6/2021-2:21:47.600,508499932,44275515,5690,15,0,769,30,5,-0.0127,-0.8355,0.5661,2.17,-4.13,-2.17,22,28,47
7/6/2021-2:21:47.700,508499932,44275517,5690,14,0,770,31,5,-0.0132,-0.8189,0.5734,2.24,-4.41,-1.82,21,27,49
7/6/2021-2:21:47.800,508499932,44275517,5690,6,0,770,31,5,-0.0063,-0.8237,0.5778,1.82,-4.62,-2.10,18,28,49
7/6/2021-2:21:47.900,508499930,44275517,5690,7,0,767,32,5,-0.0102,-0.8198,0.5417,2.10,-4.13,-1.82,20,28,46
7/6/2021-2:21:48.0,508499930,44275517,5690,16,0,766,32,5,-0.0098,-0.8189,0.5495,2.10,-4.55,-2.03,19,30,50
7/6/2021-2:21:48.100,508499930,44275517,5690,42,0,764,32,5,-0.0254,-0.8418,0.5485,2.38,-3.78,-1.96,21,28,47
7/6/2021-2:21:48.200,508499928,44275517,5680,39,0,764,32,5,-0.0210,-0.8130,0.5427,2.24,-3.99,-1.75,19,28,49
7/6/2021-2:21:48.300,508499928,44275517,5680,7,0,768,32,5,-0.0132,-0.8320,0.5675,2.17,-4.06,-2.03,22,27,46
7/6/2021-2:21:48.400,508499928,44275518,5680,33,0,768,32,5,-0.0020,-0.8184,0.5705,2.03,-4.20,-1.68,17,28,50
7/6/2021-2:21:48.500,508499927,44275518,5680,13,0,769,32,5,-0.0220,-0.8330,0.5749,2.17,-4.34,-1.89,19,32,49
7/6/2021-2:21:48.600,508499927,44275518,5680,22,0,770,31,5,-0.0171,-0.8164,0.5739,2.10,-4.55,-1.89,18,27,46
7/6/2021-2:21:48.700,508499927,44275518,5680,28,0,770,32,5,-0.0020,-0.8281,0.5661,1.89,-4.83,-2.10,18,28,46
7/6/2021-2:21:48.800,508499925,44275518,5680,27,0,771,31,5,-0.0049,-0.8125,0.5495,2.17,-4.62,-1.82,19,28,46
7/6/2021-2:21:48.900,508499925,44275520,5680,27,0,771,31,5,-0.0137,-0.8184,0.5490,2.17,-4.41,-1.89,18,30,49
7/6/2021-2:21:49.0,508499925,44275520,5680,11,0,771,30,5,-0.0205,-0.8306,0.5534,2.45,-3.92,-2.03,20,28,46
7/6/2021-2:21:49.100,508499923,44275520,5680,10,0,771,31,5,-0.0195,-0.8281,0.5583,2.17,-3.99,-2.03,19,28,48
7/6/2021-2:21:49.200,508499923,44275520,5680,24,0,771,32,5,-0.0146,-0.8316,0.5719,2.03,-4.34,-1.89,18,27,46
7/6/2021-2:21:49.300,508499923,44275522,5680,9,0,769,32,5,-0.0151,-0.8169,0.5607,2.17,-4.69,-1.89,18,28,46
